
4393|3D Seiddab Attack|Hewson Consultants Ltd|1984|Arcade Game: Shoot-em-up|/pub/sinclair/games/s/SeiddabAttack3D.tap.zip|8
4602|3D Snooker|Players Premier|1990|Sport Game: Action|/pub/sinclair/games/s/Snooker3D(EDOS).tzx.zip|8
4602|3D Snooker|Players Premier|1990|Sport Game: Action|/pub/sinclair/games/s/Snooker3D.tap.zip|8
4602|3D Snooker|Players Premier|1990|Sport Game: Action|/pub/sinclair/games/s/Snooker3D.tzx.zip|8
4686|3D Space-Wars|Hewson Consultants Ltd|1983|Arcade Game: Shoot-em-up|/pub/sinclair/games/s/Space-Wars3D(RikoData).tzx.zip|8
4686|3D Space-Wars|Hewson Consultants Ltd|1983|Arcade Game: Shoot-em-up|/pub/sinclair/games/s/Space-Wars3D.tap.zip|8
4686|3D Space-Wars|Hewson Consultants Ltd|1983|Arcade Game: Shoot-em-up|/pub/sinclair/games/s/Space-Wars3D.tzx.zip|8
4888|3D Star Wars|Custom Cables International Ltd|1983|Arcade Game: Shoot-em-up|/pub/sinclair/games/s/StarWars3D.tzx.zip|8
4888|3D Star Wars|Custom Cables International Ltd|1983|Arcade Game: Shoot-em-up|/pub/sinclair/games/s/StarWars3D.z80.zip|10
9423|3D Starfighter|Code Masters Ltd|1988|Arcade Game: Shoot-em-up|/zxdb/sinclair/entries/0009423/3DStarfighter(48K).tzx.zip|8
4880|3D Starstrike|Realtime Games Software Ltd|1984|Arcade Game: Shoot-em-up|/pub/sinclair/games/s/Starstrike3D.tzx.zip|8
4880|3D Starstrike|Realtime Games Software Ltd|1984|Arcade Game: Shoot-em-up|/pub/sinclair/games/s/Starstrike3D(2.99Classics).tzx.zip|8
4880|3D Starstrike|Realtime Games Software Ltd|1984|Arcade Game: Shoot-em-up|/pub/sinclair/games/s/Starstrike3D.tap.zip|8
4880|3D Starstrike|Realtime Games Software Ltd|1984|Arcade Game: Shoot-em-up|/pub/sinclair/games/s/Starstrike3D(different).tzx.zip|8
4904|3D Stock Car Championship|Firebird Software Ltd|1988|Arcade Game: Race 'n' Chase|/pub/sinclair/games/s/StockCarChampionship3D(MCMSoftwareS.A.).tzx.zip|8
4904|3D Stock Car Championship|Firebird Software Ltd|1988|Arcade Game: Race 'n' Chase|/pub/sinclair/games/s/StockCarChampionship3D.tap.zip|8
